car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_band,km_band,price_lakh
Maruti Swift,Maruti,Swift,8,51405,Dealer,Diesel,Manual,28.4,1248,74.0,5,345000,6-8 years,50-100K,3.45
Honda City,Honda,City,15,50000,Individual,Petrol,Manual,17.7,1497,78.0,5,300000,13+ years,20-50K,3.0
BMW 5,BMW,5,4,18000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3700000,3-5 years,0-20K,37.0
Maruti Ciaz,Maruti,Ciaz,4,56000,Dealer,Diesel,Manual,28.09,1248,88.5,5,665000,3-5 years,50-100K,6.65
Audi A4,Audi,A4,9,38000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1175000,9-12 years,20-50K,11.75
Volkswagen Polo,Volkswagen,Polo,7,80000,Dealer,Diesel,Manual,20.14,1498,88.8,5,325000,6-8 years,50-100K,3.25
Audi A4,Audi,A4,7,60000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1275000,6-8 years,50-100K,12.75
Maruti Vitara,Maruti,Vitara,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000,3-5 years,50-100K,7.0
Hyundai Grand,Hyundai,Grand,4,60000,Dealer,Petrol,Manual,18.9,1197,81.86,5,450000,3-5 years,50-100K,4.5
Maruti Wagon R,Maruti,Wagon R,4,55271,Dealer,CNG,Manual,26.2,998,58.2,5,365000,3-5 years,50-100K,3.65
Mahindra XUV500,Mahindra,XUV500,2,16000,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1500000,0-2 years,0-20K,15.0
Hyundai Grand,Hyundai,Grand,6,49000,Dealer,Diesel,Manual,24.0,1120,70.0,5,370000,6-8 years,20-50K,3.7
Maruti Swift,Maruti,Swift,8,147000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000,6-8 years,100-150K,3.5
Maruti Ertiga,Maruti,Ertiga,5,45700,Dealer,Diesel,Manual,24.52,1248,88.5,7,650000,3-5 years,20-50K,6.5
Renault KWID,Renault,KWID,5,12000,Dealer,Petrol,Manual,25.17,799,53.3,5,275000,3-5 years,0-20K,2.75
Honda City,Honda,City,4,42000,Dealer,Petrol,Manual,17.4,1497,117.6,5,880000,3-5 years,20-50K,8.8
Hyundai Grand,Hyundai,Grand,7,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5,355000,6-8 years,20-50K,3.55
Honda City,Honda,City,4,45000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,990000,3-5 years,20-50K,9.9
Toyota Fortuner,Toyota,Fortuner,8,52000,Individual,Diesel,Manual,12.55,2982,168.5,7,1400000,6-8 years,50-100K,14.0
Skoda Rapid,Skoda,Rapid,7,62000,Dealer,Diesel,Manual,20.5,1598,103.5,5,345000,6-8 years,50-100K,3.45
Hyundai Santro,Hyundai,Santro,10,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5,210000,9-12 years,50-100K,2.1
Hyundai i10,Hyundai,i10,9,65000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000,9-12 years,50-100K,2.35
Maruti Alto,Maruti,Alto,13,92000,Dealer,Petrol,Manual,19.7,796,46.3,5,115000,13+ years,50-100K,1.15
Volvo S90,Volvo,S90,2,25000,Dealer,Diesel,Automatic,18.0,1969,190.0,5,4500000,0-2 years,20-50K,45.0
Maruti Vitara,Maruti,Vitara,4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,650000,3-5 years,50-100K,6.5
Toyota Fortuner,Toyota,Fortuner,2,32000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3300000,0-2 years,20-50K,33.0
Renault Duster,Renault,Duster,7,101895,Dealer,Diesel,Manual,20.45,1461,83.8,5,412000,6-8 years,100-150K,4.12
Maruti Dzire ZXI,Maruti,Dzire ZXI,6,41021,Dealer,Petrol,Manual,23.26,1197,88.5,5,500000,6-8 years,20-50K,5.0
Toyota Innova,Toyota,Innova,5,92000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1300000,3-5 years,50-100K,13.0
Hyundai Verna,Hyundai,Verna,8,62485,Dealer,Petrol,Manual,17.1,1591,121.3,5,445000,6-8 years,50-100K,4.45
Hyundai i10,Hyundai,i10,11,45000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000,9-12 years,20-50K,1.9
Toyota Innova,Toyota,Innova,11,120000,Dealer,Diesel,Manual,12.8,2494,102.0,7,511000,9-12 years,100-150K,5.11
Honda City,Honda,City,4,72000,Dealer,Diesel,Manual,25.1,1498,98.6,5,850000,3-5 years,50-100K,8.5
Ford Ecosport,Ford,Ecosport,5,35000,Dealer,Petrol,Automatic,16.05,1499,110.4,5,721000,3-5 years,20-50K,7.21
Hyundai i10,Hyundai,i10,12,52000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000,9-12 years,50-100K,1.9
Honda City,Honda,City,6,69000,Dealer,Diesel,Manual,24.1,1498,103.56,5,601000,6-8 years,50-100K,6.01
Hyundai Verna,Hyundai,Verna,8,64001,Dealer,Petrol,Automatic,17.01,1591,121.4,5,449000,6-8 years,50-100K,4.49
Maruti Swift,Maruti,Swift,4,40000,Dealer,Petrol,Manual,22.0,1197,81.8,5,515000,3-5 years,20-50K,5.15
Hyundai Grand,Hyundai,Grand,7,29000,Dealer,Petrol,Manual,18.9,1197,81.86,5,385000,6-8 years,20-50K,3.85
Honda City,Honda,City,4,40000,Individual,Petrol,Automatic,18.0,1497,117.3,5,940000,3-5 years,20-50K,9.4
Hyundai Grand,Hyundai,Grand,3,41000,Dealer,CNG,Manual,18.9,1197,65.39,5,470000,3-5 years,20-50K,4.7
Volkswagen Polo,Volkswagen,Polo,9,62000,Dealer,Diesel,Manual,22.07,1199,73.9,5,225000,9-12 years,50-100K,2.25
Maruti Vitara,Maruti,Vitara,4,57000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000,3-5 years,50-100K,8.25
Audi A4,Audi,A4,5,29000,Dealer,Petrol,Automatic,15.64,1798,167.62,5,1890000,3-5 years,20-50K,18.9
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,67000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,950000,9-12 years,50-100K,9.5
Volkswagen Vento,Volkswagen,Vento,10,90000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000,9-12 years,50-100K,3.5
Hyundai i10,Hyundai,i10,8,20000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000,6-8 years,0-20K,3.0
Volkswagen Polo,Volkswagen,Polo,8,46000,Dealer,Petrol,Manual,16.47,1198,73.9,5,365000,6-8 years,20-50K,3.65
Toyota Innova,Toyota,Innova,7,34000,Dealer,Diesel,Manual,12.99,2494,100.6,7,825000,6-8 years,20-50K,8.25
Tata Harrier,Tata,Harrier,1,5125,Dealer,Diesel,Manual,17.0,1956,167.67,5,1650000,0-2 years,0-20K,16.5
Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,950000,3-5 years,50-100K,9.5
Renault KWID,Renault,KWID,4,36000,Dealer,Petrol,Manual,25.17,799,53.3,5,320000,3-5 years,20-50K,3.2
Volkswagen Vento,Volkswagen,Vento,7,74832,Dealer,Diesel,Automatic,21.21,1498,103.2,5,373000,6-8 years,50-100K,3.73
Honda Amaze,Honda,Amaze,7,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,342000,6-8 years,50-100K,3.42
Maruti Wagon R,Maruti,Wagon R,3,38000,Dealer,CNG,Manual,26.6,998,58.16,5,415000,3-5 years,20-50K,4.15
Maruti Alto,Maruti,Alto,5,35286,Dealer,Petrol,Automatic,23.95,998,67.05,5,331000,3-5 years,20-50K,3.31
Maruti Baleno,Maruti,Baleno,4,58000,Individual,Diesel,Manual,27.39,1248,74.0,5,600000,3-5 years,50-100K,6.0
Audi Q7,Audi,Q7,2,14000,Dealer,Diesel,Automatic,14.75,2967,245.0,7,6645000,0-2 years,0-20K,66.45
Hyundai i20,Hyundai,i20,5,40000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000,3-5 years,20-50K,5.0
Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000,9-12 years,100-150K,3.25
Hyundai Verna,Hyundai,Verna,9,72545,Dealer,Diesel,Manual,22.32,1582,126.32,5,425000,9-12 years,50-100K,4.25
Hyundai i10,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000,9-12 years,50-100K,2.1
Toyota Camry,Toyota,Camry,5,75000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,2100000,3-5 years,50-100K,21.0
Hyundai Grand,Hyundai,Grand,7,65000,Dealer,Petrol,Manual,18.9,1197,82.0,5,399000,6-8 years,50-100K,3.99
Honda Amaze,Honda,Amaze,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000,6-8 years,50-100K,3.5
Maruti Celerio,Maruti,Celerio,5,12957,Trustmark Dealer,Petrol,Manual,23.1,998,67.04,5,400000,3-5 years,0-20K,4.0
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,7,90000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,3200000,6-8 years,50-100K,32.0
Maruti Swift,Maruti,Swift,5,28000,Dealer,Petrol,Manual,20.4,1197,83.11,5,440000,3-5 years,20-50K,4.4
Honda Amaze,Honda,Amaze,6,15000,Individual,Diesel,Manual,25.8,1498,98.6,5,525000,6-8 years,0-20K,5.25
Honda City,Honda,City,6,40212,Dealer,Petrol,Manual,17.8,1497,117.3,5,650000,6-8 years,20-50K,6.5
Maruti Ertiga,Maruti,Ertiga,4,45000,Dealer,Petrol,Manual,19.34,1462,103.0,7,745000,3-5 years,20-50K,7.45
Renault KWID,Renault,KWID,2,14000,Individual,Petrol,Manual,23.01,999,67.0,5,390000,0-2 years,0-20K,3.9
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Automatic,28.4,1248,74.02,5,725000,3-5 years,50-100K,7.25
Maruti Baleno,Maruti,Baleno,5,60000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,625000,3-5 years,50-100K,6.25
BMW 3,BMW,3,8,75000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1100000,6-8 years,50-100K,11.0
Hyundai Santro,Hyundai,Santro,13,56000,Dealer,Petrol,Manual,17.92,1086,62.1,5,120000,13+ years,50-100K,1.2
Hyundai Verna,Hyundai,Verna,8,74000,Dealer,Petrol,Manual,17.01,1591,121.3,5,425000,6-8 years,50-100K,4.25
Audi Q7,Audi,Q7,8,55000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2100000,6-8 years,50-100K,21.0
Maruti Swift,Maruti,Swift,5,28000,Dealer,Petrol,Manual,22.0,1197,81.8,5,425000,3-5 years,20-50K,4.25
Toyota Fortuner,Toyota,Fortuner,7,46000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1625000,6-8 years,20-50K,16.25
Maruti Swift,Maruti,Swift,9,85000,Dealer,Diesel,Manual,22.9,1248,74.0,5,280000,9-12 years,50-100K,2.8
Mahindra XUV500,Mahindra,XUV500,6,97000,Individual,Diesel,Manual,15.1,2179,140.0,7,850000,6-8 years,50-100K,8.5
Hyundai Creta,Hyundai,Creta,6,40000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,930000,6-8 years,20-50K,9.3
Mahindra Scorpio,Mahindra,Scorpio,11,120000,Individual,Diesel,Manual,14.0,2523,75.0,7,200000,9-12 years,100-150K,2.0
Maruti Baleno,Maruti,Baleno,3,21000,Dealer,Petrol,Manual,21.01,1197,81.8,5,625000,3-5 years,20-50K,6.25
BMW 3,BMW,3,5,29000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,2450000,3-5 years,20-50K,24.5
Land Rover Rover,Land Rover,Rover,3,38000,Dealer,Diesel,Automatic,18.0,2993,255.0,7,3990000,3-5 years,20-50K,39.9
Jaguar XF,Jaguar,XF,6,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2400000,6-8 years,20-50K,24.0
Honda Amaze,Honda,Amaze,3,40200,Dealer,Petrol,Manual,17.8,1198,86.7,5,650000,3-5 years,20-50K,6.5
Hyundai Creta,Hyundai,Creta,5,110000,Individual,Diesel,Manual,21.38,1396,88.7,5,720000,3-5 years,100-150K,7.2
Maruti Swift,Maruti,Swift,8,100000,Individual,Diesel,Manual,22.9,1248,74.0,5,320000,6-8 years,50-100K,3.2
Hyundai Grand,Hyundai,Grand,5,38000,Dealer,Diesel,Manual,24.0,1120,70.0,5,410000,3-5 years,20-50K,4.1
Honda Jazz,Honda,Jazz,4,57812,Dealer,Petrol,Manual,18.2,1199,88.7,5,595000,3-5 years,50-100K,5.95
Maruti Alto,Maruti,Alto,7,58001,Dealer,Petrol,Manual,22.74,796,47.3,5,215000,6-8 years,50-100K,2.15
Hyundai Grand,Hyundai,Grand,4,1010,Dealer,Petrol,Manual,18.9,1197,81.86,5,500000,3-5 years,0-20K,5.0
Hyundai Grand,Hyundai,Grand,5,45000,Dealer,Petrol,Manual,18.9,1197,82.0,5,420000,3-5 years,20-50K,4.2
Rolls-Royce Ghost,Rolls-Royce,Ghost,4,5000,Individual,Petrol,Automatic,10.2,6592,563.0,4,24200000,3-5 years,0-20K,242.0
Hyundai i20,Hyundai,i20,6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,500000,6-8 years,50-100K,5.0
Tata Tigor,Tata,Tigor,3,16000,Dealer,Petrol,Automatic,20.3,1199,84.0,5,545000,3-5 years,0-20K,5.45
Maruti Swift Dzire,Maruti,Swift Dzire,5,35600,Dealer,Petrol,Manual,22.0,1197,81.8,5,465000,3-5 years,20-50K,4.65
Maruti Swift,Maruti,Swift,9,30000,Individual,Diesel,Manual,22.9,1248,74.0,5,325000,9-12 years,20-50K,3.25
Maruti Alto,Maruti,Alto,7,40000,Dealer,Petrol,Manual,23.95,998,67.05,5,235000,6-8 years,20-50K,2.35
Audi A6,Audi,A6,5,58000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,2675000,3-5 years,50-100K,26.75
Skoda Superb,Skoda,Superb,7,36000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1099000,6-8 years,20-50K,10.99
Maruti Ertiga,Maruti,Ertiga,4,63001,Dealer,Diesel,Manual,24.52,1248,88.5,7,725000,3-5 years,50-100K,7.25
Hyundai Creta,Hyundai,Creta,6,64000,Dealer,Petrol,Manual,15.29,1591,121.3,5,875000,6-8 years,50-100K,8.75
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,9000,Dealer,Diesel,Automatic,19.27,2143,170.0,5,3950000,0-2 years,0-20K,39.5
Ford Ecosport,Ford,Ecosport,2,19338,Trustmark Dealer,Petrol,Manual,15.9,1496,120.69,5,985000,0-2 years,0-20K,9.85
Hyundai i20,Hyundai,i20,6,39838,Dealer,Diesel,Manual,22.54,1396,88.73,5,565000,6-8 years,20-50K,5.65
BMW 7,BMW,7,8,89000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,1999000,6-8 years,50-100K,19.99
Hyundai i20,Hyundai,i20,5,39465,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000,3-5 years,20-50K,6.25
Mahindra XUV500,Mahindra,XUV500,9,60000,Dealer,Diesel,Manual,15.1,2179,140.0,7,475000,9-12 years,50-100K,4.75
Ford Ecosport,Ford,Ecosport,2,17000,Dealer,Petrol,Manual,15.9,1496,120.69,5,915000,0-2 years,0-20K,9.15
Kia Seltos,Kia,Seltos,2,25000,Individual,Diesel,Manual,20.8,1493,113.4,5,1540000,0-2 years,20-50K,15.4
Maruti Eeco,Maruti,Eeco,4,33304,Dealer,CNG,Manual,21.94,1196,61.7,5,331000,3-5 years,20-50K,3.31
Maruti Swift,Maruti,Swift,6,52000,Dealer,Petrol,Manual,20.4,1197,81.8,5,435000,6-8 years,50-100K,4.35
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,2,18000,Dealer,Petrol,Automatic,7.81,2996,362.07,5,11000000,0-2 years,0-20K,110.0
Skoda Superb,Skoda,Superb,7,80182,Dealer,Diesel,Automatic,17.2,1968,138.08,5,1075000,6-8 years,50-100K,10.75
Hyundai i20,Hyundai,i20,7,120000,Individual,Diesel,Manual,22.54,1396,88.73,5,550000,6-8 years,100-150K,5.5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,80000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000,6-8 years,50-100K,14.75
Maruti Vitara,Maruti,Vitara,5,45417,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000,3-5 years,20-50K,7.5
Hyundai Grand,Hyundai,Grand,5,6200,Individual,Petrol,Manual,18.9,1197,82.0,5,410000,3-5 years,0-20K,4.1
Honda City,Honda,City,12,58000,Dealer,Petrol,Manual,17.0,1497,118.0,5,260000,9-12 years,50-100K,2.6
Honda City,Honda,City,7,48000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,6-8 years,20-50K,5.25
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,87360,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1165000,6-8 years,50-100K,11.65
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,75000,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1450000,6-8 years,50-100K,14.5
Land Rover Rover,Land Rover,Rover,4,9500,Dealer,Diesel,Automatic,12.65,2993,296.0,5,9200000,3-5 years,0-20K,92.0
Mahindra XUV500,Mahindra,XUV500,2,5000,Individual,Diesel,Manual,15.1,2179,152.87,7,1588000,0-2 years,0-20K,15.88
Mahindra XUV500,Mahindra,XUV500,7,177000,Individual,Diesel,Manual,15.1,2179,140.0,7,550000,6-8 years,150K+,5.5
Honda City,Honda,City,7,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5,500000,6-8 years,50-100K,5.0
Maruti Swift Dzire,Maruti,Swift Dzire,3,45000,Dealer,Petrol,Manual,21.21,1197,81.8,5,634000,3-5 years,20-50K,6.34
Hyundai Creta,Hyundai,Creta,6,54525,Dealer,Petrol,Manual,15.29,1591,121.3,5,750000,6-8 years,50-100K,7.5
Honda Amaze,Honda,Amaze,4,19500,Dealer,Petrol,Manual,17.8,1198,86.7,5,499000,3-5 years,0-20K,4.99
Maruti Swift,Maruti,Swift,5,28000,Dealer,Petrol,Manual,20.4,1197,81.8,5,425000,3-5 years,20-50K,4.25
Toyota Innova,Toyota,Innova,4,50000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1600000,3-5 years,20-50K,16.0
Honda Civic,Honda,Civic,12,65000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,225000,9-12 years,50-100K,2.25
Maruti Baleno,Maruti,Baleno,4,61000,Dealer,Petrol,Manual,21.4,1197,83.1,5,525000,3-5 years,50-100K,5.25
Hyundai Creta,Hyundai,Creta,4,110000,Individual,Diesel,Manual,19.67,1582,126.2,5,1045000,3-5 years,100-150K,10.45
Skoda Rapid,Skoda,Rapid,7,72000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,515000,6-8 years,50-100K,5.15
Mahindra Thar,Mahindra,Thar,2,15000,Individual,Diesel,Manual,16.55,2498,105.0,6,950000,0-2 years,0-20K,9.5
Mahindra XUV500,Mahindra,XUV500,8,61845,Dealer,Diesel,Manual,15.1,2179,140.0,7,575000,6-8 years,50-100K,5.75
Maruti Vitara,Maruti,Vitara,3,37000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,795000,3-5 years,20-50K,7.95
BMW 5,BMW,5,13,70000,Individual,Diesel,Automatic,16.73,2495,218.0,5,550000,13+ years,50-100K,5.5
Volkswagen Polo,Volkswagen,Polo,11,106451,Dealer,Petrol,Manual,16.47,1198,73.9,5,225000,9-12 years,100-150K,2.25
Toyota Innova,Toyota,Innova,3,46000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1740000,3-5 years,20-50K,17.4
Mahindra Thar,Mahindra,Thar,8,56000,Dealer,Diesel,Manual,16.55,2498,105.0,7,515000,6-8 years,50-100K,5.15
MG Hector,MG,Hector,1,1000,Dealer,Petrol,Manual,15.81,1451,141.0,5,1490000,0-2 years,0-20K,14.9
Maruti Wagon R,Maruti,Wagon R,4,36954,Dealer,CNG,Manual,26.6,998,58.16,5,350000,3-5 years,20-50K,3.5
Maruti Baleno,Maruti,Baleno,3,21000,Dealer,Petrol,Manual,21.4,1197,83.1,5,675000,3-5 years,20-50K,6.75
Audi A4,Audi,A4,6,62000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1549000,6-8 years,50-100K,15.49
Hyundai i20,Hyundai,i20,3,24132,Dealer,Petrol,Manual,20.35,1197,81.86,5,625000,3-5 years,20-50K,6.25
Maruti Swift Dzire,Maruti,Swift Dzire,6,79000,Dealer,Diesel,Manual,19.3,1248,73.9,5,425000,6-8 years,50-100K,4.25
Honda City,Honda,City,6,66000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,6-8 years,50-100K,5.75
Hyundai Grand,Hyundai,Grand,4,50021,Dealer,Petrol,Manual,18.9,1197,82.0,5,470000,3-5 years,50-100K,4.7
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,40000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,1790000,6-8 years,20-50K,17.9
Maruti Wagon R,Maruti,Wagon R,8,36900,Dealer,Petrol,Manual,21.79,998,67.05,5,265000,6-8 years,20-50K,2.65
Audi A4,Audi,A4,8,48000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1450000,6-8 years,20-50K,14.5
Ford Ecosport,Ford,Ecosport,8,55000,Dealer,Diesel,Manual,22.7,1498,89.84,5,395000,6-8 years,50-100K,3.95
Toyota Fortuner,Toyota,Fortuner,9,55000,Dealer,Diesel,Manual,13.0,2982,168.7,7,1050000,9-12 years,50-100K,10.5
Hyundai i20,Hyundai,i20,4,50740,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,600000,3-5 years,50-100K,6.0
Hyundai Creta,Hyundai,Creta,3,70000,Individual,Diesel,Manual,21.38,1396,88.7,5,875000,3-5 years,50-100K,8.75
Tata Nexon,Tata,Nexon,3,27700,Dealer,Petrol,Automatic,17.0,1198,108.5,5,890000,3-5 years,20-50K,8.9
Honda City,Honda,City,7,42000,Dealer,Diesel,Manual,25.1,1498,98.6,5,625000,6-8 years,20-50K,6.25
Hyundai Santro,Hyundai,Santro,2,2565,Trustmark Dealer,Petrol,Automatic,20.3,1086,68.07,5,550000,0-2 years,0-20K,5.5
Skoda Superb,Skoda,Superb,12,83546,Dealer,Petrol,Automatic,13.7,1798,157.75,5,310000,9-12 years,50-100K,3.1
Skoda Rapid,Skoda,Rapid,4,59000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,735000,3-5 years,50-100K,7.35
Hyundai Creta,Hyundai,Creta,5,54400,Trustmark Dealer,Petrol,Automatic,13.0,1591,121.3,5,980000,3-5 years,50-100K,9.8
Mahindra Scorpio,Mahindra,Scorpio,7,70000,Individual,Diesel,Manual,12.05,2179,120.0,9,450000,6-8 years,50-100K,4.5
Maruti Swift Dzire,Maruti,Swift Dzire,5,52490,Dealer,Petrol,Manual,19.0,1197,85.8,5,465000,3-5 years,50-100K,4.65
Maruti Ciaz,Maruti,Ciaz,4,48000,Dealer,Diesel,Manual,28.09,1248,88.5,5,711000,3-5 years,20-50K,7.11
Tata Nexon,Tata,Nexon,3,24000,Dealer,Petrol,Manual,17.0,1198,108.5,5,750000,3-5 years,20-50K,7.5
Maruti Baleno,Maruti,Baleno,2,9000,Individual,Petrol,Automatic,21.4,1197,83.1,5,650000,0-2 years,0-20K,6.5
Ford Ecosport,Ford,Ecosport,6,46000,Dealer,Diesel,Manual,22.7,1498,89.84,5,570000,6-8 years,20-50K,5.7
Honda Amaze,Honda,Amaze,8,78000,Dealer,Diesel,Manual,25.8,1498,98.6,5,365000,6-8 years,50-100K,3.65
Ford Ecosport,Ford,Ecosport,2,19925,Individual,Diesel,Manual,23.0,1498,98.96,5,949000,0-2 years,0-20K,9.49
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,35000,Dealer,Diesel,Automatic,17.9,2143,167.6,5,3600000,3-5 years,20-50K,36.0
Maruti Swift Dzire,Maruti,Swift Dzire,6,150000,Individual,Diesel,Manual,26.59,1248,74.0,5,330000,6-8 years,100-150K,3.3
Honda Civic,Honda,Civic,11,36000,Dealer,Petrol,Manual,14.8,1799,130.2,5,375000,9-12 years,20-50K,3.75
Maruti Wagon R,Maruti,Wagon R,3,7000,Dealer,Petrol,Manual,20.51,998,67.06,5,410000,3-5 years,0-20K,4.1
Hyundai Creta,Hyundai,Creta,5,79000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,970000,3-5 years,50-100K,9.7
Maruti Ertiga,Maruti,Ertiga,2,5298,Trustmark Dealer,Petrol,Manual,19.34,1462,103.0,7,900000,0-2 years,0-20K,9.0
Maruti Wagon R,Maruti,Wagon R,6,128000,Individual,CNG,Manual,26.6,998,58.16,5,283000,6-8 years,100-150K,2.83
Toyota Innova,Toyota,Innova,9,85000,Dealer,Diesel,Manual,12.8,2494,102.0,7,575000,9-12 years,50-100K,5.75
Maruti Celerio,Maruti,Celerio,2,40000,Dealer,CNG,Manual,30.47,998,58.33,5,465000,0-2 years,20-50K,4.65
Honda City,Honda,City,9,55584,Dealer,Petrol,Automatic,15.6,1497,116.3,5,450000,9-12 years,50-100K,4.5
Hyundai i10,Hyundai,i10,8,37200,Dealer,Petrol,Manual,19.81,1086,68.05,5,250000,6-8 years,20-50K,2.5
Maruti Swift Dzire,Maruti,Swift Dzire,7,62000,Dealer,Petrol,Manual,19.1,1197,85.8,5,425000,6-8 years,50-100K,4.25
Maruti Wagon R,Maruti,Wagon R,12,70962,Dealer,Petrol,Manual,18.9,998,67.1,5,145000,9-12 years,50-100K,1.45
Maruti Ertiga,Maruti,Ertiga,2,28000,Dealer,Diesel,Manual,24.2,1498,93.87,7,1075000,0-2 years,20-50K,10.75
Honda City,Honda,City,3,21094,Dealer,Petrol,Automatic,18.0,1497,117.6,5,940000,3-5 years,20-50K,9.4
Maruti Vitara,Maruti,Vitara,2,22000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,870000,0-2 years,20-50K,8.7
Maruti Ertiga,Maruti,Ertiga,8,57593,Dealer,Diesel,Manual,24.52,1248,88.5,7,480000,6-8 years,50-100K,4.8
Mahindra Scorpio,Mahindra,Scorpio,10,130311,Dealer,Diesel,Manual,12.05,2179,120.0,9,385000,9-12 years,100-150K,3.85
Maruti Alto,Maruti,Alto,8,60000,Individual,Petrol,Manual,22.74,796,47.3,5,185000,6-8 years,50-100K,1.85
Hyundai i20,Hyundai,i20,7,54159,Trustmark Dealer,Petrol,Manual,18.5,1197,82.85,5,410000,6-8 years,50-100K,4.1
Toyota Innova,Toyota,Innova,2,8000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1835000,0-2 years,0-20K,18.35
Maruti Eeco,Maruti,Eeco,5,63530,Individual,Petrol,Manual,15.37,1196,73.0,5,245000,3-5 years,50-100K,2.45
BMW 7,BMW,7,13,56000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,890000,13+ years,50-100K,8.9
Honda City,Honda,City,16,68000,Individual,Petrol,Manual,13.0,1493,100.0,5,65000,13+ years,50-100K,0.65
Maruti Baleno,Maruti,Baleno,3,19000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,699000,3-5 years,0-20K,6.99
Mahindra Scorpio,Mahindra,Scorpio,5,56000,Dealer,Diesel,Manual,15.4,2179,120.0,7,1075000,3-5 years,50-100K,10.75
Maruti Alto,Maruti,Alto,4,11000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000,3-5 years,0-20K,3.25
